case-sensitive-paths-webpack-plugin,2.1.2,https://github.com/Urthen/case-sensitive-paths-webpack-plugin#readme,MIT
caseless,0.12.0,Unknown,Apache 2.0
center-align,0.1.3,https://github.com/jonschlinkert/center-align,MIT
chalk,1.1.3,Unknown,MIT
chalk,2.4.1,Unknown,MIT
chardet,0.7.0,https://github.com/runk/node-chardet,MIT
cheerio,1.0.0-rc.2,mat.io,MIT
childprocess,0.9.0,http://github.com/enkessler/childprocess,MIT
chokidar,1.7.0,https://github.com/paulmillr/chokidar,MIT
chokidar,2.0.4,https://github.com/paulmillr/chokidar,MIT
chownr,1.1.1,http://blog.izs.me/,ISC
chromedriver-helper,1.2.0,https://github.com/flavorjones/chromedriver-helper,MIT
cipher-base,1.0.4,https://github.com/crypto-browserify/cipher-base#readme,MIT
circleci-parallel,0.5.0,https://github.com/increments/circleci-parallel,MIT
circular-json,0.3.3,https://github.com/WebReflection/circular-json,MIT
clamp,1.0.1,http://github.com/mdub/clamp,MIT
clap,1.2.3,https://github.com/lahmatiy/clap,MIT
class-utils,0.3.6,https://github.com/jonschlinkert/class-utils,MIT
classnames,2.2.6,Unknown,MIT
cli-cursor,2.1.0,sindresorhus.com,MIT
cli-width,2.2.0,https://github.com/knownasilya/cli-width,ISC
clipboard,1.7.1,Unknown,MIT
cliui,2.1.0,Unknown,ISC
cliui,3.2.0,Unknown,ISC
clone,0.2.0,http://paul.vorba.ch/,MIT
clone,1.0.4,http://paul.vorba.ch/,MIT
clone-deep,2.0.2,https://github.com/jonschlinkert/clone-deep,MIT
clone-stats,0.0.1,https://github.com/hughsk/clone-stats,MIT
co,4.6.0,Unknown,MIT
coa,1.0.4,http://github.com/veged/coa,MIT
code-point-at,1.1.0,sindresorhus.com,MIT
coderay,1.1.2,http://coderay.rubychan.de,MIT
coercible,1.0.0,https://github.com/solnic/coercible,MIT
coffee-loader,0.7.3,Unknown,MIT
coffee-script,1.12.7,http://coffeescript.org/,MIT
collection-visit,1.0.0,https://github.com/jonschlinkert/collection-visit,MIT
color,0.11.4,Unknown,MIT
color-convert,1.9.3,Unknown,MIT
color-name,1.1.3,https://github.com/dfcreative/color-name,MIT
color-name,1.1.4,https://github.com/colorjs/color-name,MIT
color-string,0.3.0,Unknown,MIT
color-support,1.1.3,http://blog.izs.me/,ISC
colormin,1.1.2,https://github.com/ben-eb/colormin,MIT
colors,0.5.1,Unknown,UNKNOWN
colors,0.6.2,https://github.com/Marak/colors.js,UNKNOWN
colors,1.1.2,https://github.com/Marak/colors.js,MIT
colors,1.3.2,https://github.com/Marak/colors.js,MIT
combine-lists,1.0.1,https://github.com/sjelin/combine-lists#readme,MIT
combine-source-map,0.8.0,https://github.com/thlorenz/combine-source-map,MIT
combined-stream,1.0.7,https://github.com/felixge/node-combined-stream,MIT
commander,1.2.0,Unknown,MIT
commander,2.17.1,Unknown,MIT
commander,2.19.0,Unknown,MIT
commondir,1.0.1,http://substack.net,MIT
component-bind,1.0.0,Unknown,MIT*
component-emitter,1.1.2,Unknown,MIT*
component-emitter,1.2.1,Unknown,MIT
component-inherit,0.0.3,Unknown,MIT*
compressible,2.0.15,Unknown,MIT
compression,1.7.3,Unknown,MIT
compression-webpack-plugin,1.1.12,https://webpack.js.org/plugins/compression-webpack-plugin/,MIT
concat-map,0.0.1,http://substack.net,MIT
concat-stream,1.5.2,Unknown,MIT
concat-stream,1.6.2,Unknown,MIT
concurrent-ruby,1.1.3,http://www.concurrent-ruby.com,MIT
connect,3.6.6,http://tjholowaychuk.com,MIT
connect-history-api-fallback,1.5.0,http://bripkens.de,MIT
console-browserify,1.1.0,https://github.com/Raynos/console-browserify,MIT
console-control-strings,1.1.0,http://re-becca.org/,ISC
constants-browserify,1.0.0,https://github.com/juliangruber/constants-browserify,MIT
contains-path,0.1.0,https://github.com/jonschlinkert/contains-path,MIT
content-disposition,0.5.2,Unknown,MIT
content-type,1.0.4,Unknown,MIT
convert-source-map,0.3.5,https://github.com/thlorenz/convert-source-map,MIT
convert-source-map,1.1.3,https://github.com/thlorenz/convert-source-map,MIT
convert-source-map,1.6.0,https://github.com/thlorenz/convert-source-map,MIT
cookie,0.3.1,Unknown,MIT
cookie-signature,1.0.6,Unknown,MIT
copy-concurrently,1.0.5,https://www.npmjs.com/package/copy-concurrently,ISC
copy-descriptor,0.1.1,https://github.com/jonschlinkert/copy-descriptor,MIT
copyfiles,1.2.0,Unknown,ISC
core-js,1.2.7,Unknown,MIT
core-js,2.5.7,Unknown,MIT
core-util-is,1.0.2,http://blog.izs.me/,MIT
cors,2.8.4,https://github.com/troygoode/,MIT
cosmiconfig,4.0.0,https://github.com/davidtheclark/cosmiconfig#readme,MIT
crack,0.4.3,http://github.com/jnunemaker/crack,MIT
crass,1.0.4,https://github.com/rgrove/crass/,MIT
create-ecdh,4.0.3,https://github.com/crypto-browserify/createECDH,MIT
create-hash,1.2.0,https://github.com/crypto-browserify/createHash,MIT
create-hmac,1.1.7,https://github.com/crypto-browserify/createHmac,MIT
create-react-class,15.6.3,https://facebook.github.io/react/,MIT
cross-spawn,3.0.1,http://indigounited.com,MIT
cross-spawn,5.1.0,http://indigounited.com,MIT
cross-spawn,6.0.5,https://github.com/moxystudio/node-cross-spawn,MIT
crypto-browserify,3.12.0,https://github.com/crypto-browserify/crypto-browserify,MIT
css,2.2.4,Unknown,MIT
css-color-function,1.3.3,Unknown,MIT
css-color-names,0.0.4,http://www.daveeddy.com,MIT
css-loader,0.28.11,https://github.com/webpack-contrib/css-loader,MIT
css-select,1.2.0,Unknown,Simplified BSD
css-selector-tokenizer,0.7.1,https://github.com/css-modules/css-selector-tokenizer,MIT
css-what,2.1.2,http://feedic.com,Simplified BSD
cssesc,0.1.0,http://mths.be/cssesc,MIT
cssnano,3.10.0,https://github.com/ben-eb/cssnano,MIT
csso,2.3.2,https://github.com/css/csso,MIT
currently-unhandled,0.4.1,github.com/jamestalmage,MIT
custom-event,1.0.1,https://github.com/webmodules/custom-event,MIT
cwds_store,0.1.5,https://github.com/ca-cwds,AGPL-3.0
cyclist,0.2.2,Unknown,MIT*
d,1.0.0,http://www.medikoo.com/,MIT
damerau-levenshtein,1.0.4,Unknown,Simplified BSD
dashdash,1.14.1,http://trentm.com,MIT
date-arithmetic,3.1.0,https://github.com/jquense/date-math,MIT
date-now,0.1.4,https://github.com/Colingo/date-now,MIT
dateformat,1.0.12,https://github.com/felixge/node-dateformat,MIT
debug,0.7.4,Unknown,MIT
debug,2.2.0,Unknown,MIT
debug,2.3.3,Unknown,MIT
debug,2.6.9,Unknown,MIT
debug,3.1.0,Unknown,MIT
debug,3.2.6,Unknown,MIT
debug,4.1.0,Unknown,MIT
debug_inspector,0.0.3,https://github.com/banister/debug_inspector,MIT
decamelize,1.2.0,sindresorhus.com,MIT
decode-uri-component,0.2.0,github.com/SamVerschueren,MIT
deconstruct-number-format,0.0.1,Unknown,MIT
deep-equal,1.0.1,http://substack.net,MIT
deep-extend,0.6.0,https://github.com/unclechu/node-deep-extend,MIT
deep-is,0.1.3,http://thlorenz.com,MIT
default-require-extensions,1.0.0,github.com/jamestalmage,MIT
define-properties,1.1.3,Unknown,MIT
define-property,0.2.5,https://github.com/jonschlinkert/define-property,MIT
define-property,1.0.0,https://github.com/jonschlinkert/define-property,MIT
define-property,2.0.2,https://github.com/jonschlinkert/define-property,MIT
defined,1.0.0,https://github.com/substack/defined,MIT
del,2.2.2,sindresorhus.com,MIT
del,3.0.0,sindresorhus.com,MIT
delayed-stream,1.0.0,https://github.com/felixge/node-delayed-stream,MIT
delegate,3.2.0,Unknown,MIT
delegates,1.0.0,Unknown,MIT
depd,1.1.2,Unknown,MIT
deps-sort,2.0.0,https://github.com/substack/deps-sort,MIT
des.js,1.0.0,https://github.com/indutny/des.js#readme,MIT
descendants_tracker,0.0.4,https://github.com/dkubb/descendants_tracker,MIT
destroy,1.0.4,http://jongleberry.com,MIT
detect-indent,4.0.0,sindresorhus.com,MIT
detect-libc,1.0.3,Unknown,Apache 2.0
detect-node,2.0.4,https://github.com/iliakan/detect-node,ISC
detective,4.7.1,http://substack.net,MIT
di,0.0.1,Unknown,MIT
diff-lcs,1.3,https://github.com/halostatue/diff-lcs,"MIT,Artistic-2.0,GPL-2.0+"
diffie-hellman,5.0.3,https://github.com/crypto-browserify/diffie-hellman,MIT
discontinuous-range,1.0.0,https://github.com/dtudury/discontinuous-range,MIT
dns-equal,1.0.0,https://github.com/watson/dns-equal#readme,MIT
dns-packet,1.3.1,https://github.com/mafintosh/dns-packet,MIT
dns-txt,2.0.2,https://github.com/watson/dns-txt,MIT
docile,1.3.1,https://ms-ati.github.io/docile/,MIT
doctrine,1.5.0,https://github.com/eslint/doctrine,Simplified BSD
doctrine,2.1.0,https://github.com/eslint/doctrine,Apache 2.0
dom-helpers,2.4.0,Unknown,MIT
dom-helpers,3.4.0,Unknown,MIT
dom-scroll-into-view,1.0.1,http://github.com/yiminghe/dom-scroll-into-view,MIT*
dom-serialize,2.2.1,https://github.com/webmodules/dom-serialize,MIT
dom-serializer,0.1.0,Unknown,MIT
domain-browser,1.1.7,https://github.com/bevry/domain-browser,MIT
domain-browser,1.2.0,https://github.com/bevry/domain-browser,MIT
domelementtype,1.1.3,Unknown,Simplified BSD
domelementtype,1.2.1,Unknown,Simplified BSD
domelementtype,1.3.0,Unknown,Simplified BSD
domhandler,2.4.2,Unknown,Simplified BSD
domutils,1.5.1,Unknown,Simplified BSD
domutils,1.7.0,Unknown,Simplified BSD
dotenv,2.5.0,https://github.com/bkeepers/dotenv,MIT
duplexer2,0.0.2,http://www.fknsrs.biz/,New BSD
duplexer2,0.1.4,http://www.fknsrs.biz/,New BSD
duplexify,3.6.1,https://github.com/mafintosh/duplexify,MIT
ecc-jsbn,0.1.2,https://github.com/quartzjer/ecc-jsbn,MIT
ee-first,1.1.1,http://jongleberry.com,MIT
electron-to-chromium,1.3.83,Unknown,ISC
elliptic,6.4.1,https://github.com/indutny/elliptic,MIT
emoji-regex,6.5.1,https://mths.be/emoji-regex,MIT
emojis-list,2.1.0,https://github.com/Kikobeats/emojis-list,MIT
encodeurl,1.0.2,Unknown,MIT
encoding,0.1.12,Unknown,MIT
end-of-stream,1.4.1,https://github.com/mafintosh/end-of-stream,MIT
engine.io,1.8.3,https://github.com/socketio/engine.io,MIT
engine.io-client,1.8.3,https://github.com/socketio/engine.io-client,MIT
engine.io-parser,1.3.2,https://github.com/socketio/engine.io-parser,MIT
enhanced-resolve,3.4.1,http://github.com/webpack/enhanced-resolve,MIT
ent,2.2.0,http://substack.net,MIT
entities,1.1.2,Unknown,Simplified BSD
enzyme,3.0.0,http://airbnb.io/enzyme/,MIT
